index,sub_index,source,theme,all_messages,message_evaluation,Fatalism_DivineControl,Fatalism_Luck,Fatalism_Internality-R,Fatalism_General
57,sub058,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,4.5,4.5,2.2,2.75
174,sub058,AI,Migrant Workers,clarity_ai_mw_02_1,2,4.5,4.5,2.2,2.75
291,sub058,AI,Migrant Workers,clarity_ai_mw_03_1,3,4.5,4.5,2.2,2.75
408,sub058,AI,Migrant Workers,clarity_ai_mw_04_1,2,4.5,4.5,2.2,2.75
525,sub058,AI,Migrant Workers,clarity_ai_mw_05_1,3,4.5,4.5,2.2,2.75
642,sub058,AI,Women Drivers,clarity_ai_wd_01_1,3,4.5,4.5,2.2,2.75
759,sub058,AI,Women Drivers,clarity_ai_wd_02_1,3,4.5,4.5,2.2,2.75
876,sub058,AI,Women Drivers,clarity_ai_wd_03_1,2,4.5,4.5,2.2,2.75
993,sub058,AI,Women Drivers,clarity_ai_wd_04_1,3,4.5,4.5,2.2,2.75
1110,sub058,AI,Women Drivers,clarity_ai_wd_05_1,1,4.5,4.5,2.2,2.75
1227,sub058,AI,Young Drivers,clarity_ai_yd_01_1,3,4.5,4.5,2.2,2.75
1344,sub058,AI,Young Drivers,clarity_ai_yd_02_1,2,4.5,4.5,2.2,2.75
1461,sub058,AI,Young Drivers,clarity_ai_yd_03_1,2,4.5,4.5,2.2,2.75
1578,sub058,AI,Young Drivers,clarity_ai_yd_04_1,3,4.5,4.5,2.2,2.75
1695,sub058,AI,Young Drivers,clarity_ai_yd_05_1,2,4.5,4.5,2.2,2.75
1812,sub058,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.5,4.5,2.2,2.75
1929,sub058,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.5,4.5,2.2,2.75
2046,sub058,Human,Migrant Workers,clarity_hum_mw_03_1,3,4.5,4.5,2.2,2.75
2163,sub058,Human,Migrant Workers,clarity_hum_mw_04_1,2,4.5,4.5,2.2,2.75
2280,sub058,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.5,4.5,2.2,2.75
2397,sub058,Human,Women Drivers,clarity_hum_wd_01_1,5,4.5,4.5,2.2,2.75
2514,sub058,Human,Women Drivers,clarity_hum_wd_02_1,2,4.5,4.5,2.2,2.75
2631,sub058,Human,Women Drivers,clarity_hum_wd_03_1,1,4.5,4.5,2.2,2.75
2748,sub058,Human,Women Drivers,clarity_hum_wd_04_1,4,4.5,4.5,2.2,2.75
2865,sub058,Human,Women Drivers,clarity_hum_wd_05_1,3,4.5,4.5,2.2,2.75
2982,sub058,Human,Young Drivers,clarity_hum_yd_01_1,4,4.5,4.5,2.2,2.75
3099,sub058,Human,Young Drivers,clarity_hum_yd_02_1,2,4.5,4.5,2.2,2.75
3216,sub058,Human,Young Drivers,clarity_hum_yd_03_1,1,4.5,4.5,2.2,2.75
3333,sub058,Human,Young Drivers,clarity_hum_yd_04_1,2,4.5,4.5,2.2,2.75
3450,sub058,Human,Young Drivers,clarity_hum_yd_05_1,5,4.5,4.5,2.2,2.75
58,sub059,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,1.67,2.75,3.2,1.25
175,sub059,AI,Migrant Workers,clarity_ai_mw_02_1,5,1.67,2.75,3.2,1.25
292,sub059,AI,Migrant Workers,clarity_ai_mw_03_1,5,1.67,2.75,3.2,1.25
409,sub059,AI,Migrant Workers,clarity_ai_mw_04_1,5,1.67,2.75,3.2,1.25
526,sub059,AI,Migrant Workers,clarity_ai_mw_05_1,5,1.67,2.75,3.2,1.25
643,sub059,AI,Women Drivers,clarity_ai_wd_01_1,5,1.67,2.75,3.2,1.25
760,sub059,AI,Women Drivers,clarity_ai_wd_02_1,5,1.67,2.75,3.2,1.25
877,sub059,AI,Women Drivers,clarity_ai_wd_03_1,5,1.67,2.75,3.2,1.25
994,sub059,AI,Women Drivers,clarity_ai_wd_04_1,4,1.67,2.75,3.2,1.25
1111,sub059,AI,Women Drivers,clarity_ai_wd_05_1,4,1.67,2.75,3.2,1.25
1228,sub059,AI,Young Drivers,clarity_ai_yd_01_1,5,1.67,2.75,3.2,1.25
1345,sub059,AI,Young Drivers,clarity_ai_yd_02_1,5,1.67,2.75,3.2,1.25
1462,sub059,AI,Young Drivers,clarity_ai_yd_03_1,5,1.67,2.75,3.2,1.25
1579,sub059,AI,Young Drivers,clarity_ai_yd_04_1,4,1.67,2.75,3.2,1.25
1696,sub059,AI,Young Drivers,clarity_ai_yd_05_1,5,1.67,2.75,3.2,1.25
1813,sub059,Human,Migrant Workers,clarity_hum_mw_01_1,5,1.67,2.75,3.2,1.25
1930,sub059,Human,Migrant Workers,clarity_hum_mw_02_1,5,1.67,2.75,3.2,1.25
2047,sub059,Human,Migrant Workers,clarity_hum_mw_03_1,5,1.67,2.75,3.2,1.25
2164,sub059,Human,Migrant Workers,clarity_hum_mw_04_1,5,1.67,2.75,3.2,1.25
2281,sub059,Human,Migrant Workers,clarity_hum_mw_05_1,5,1.67,2.75,3.2,1.25
2398,sub059,Human,Women Drivers,clarity_hum_wd_01_1,5,1.67,2.75,3.2,1.25
2515,sub059,Human,Women Drivers,clarity_hum_wd_02_1,3,1.67,2.75,3.2,1.25
2632,sub059,Human,Women Drivers,clarity_hum_wd_03_1,5,1.67,2.75,3.2,1.25
2749,sub059,Human,Women Drivers,clarity_hum_wd_04_1,5,1.67,2.75,3.2,1.25
2866,sub059,Human,Women Drivers,clarity_hum_wd_05_1,5,1.67,2.75,3.2,1.25
2983,sub059,Human,Young Drivers,clarity_hum_yd_01_1,5,1.67,2.75,3.2,1.25
3100,sub059,Human,Young Drivers,clarity_hum_yd_02_1,4,1.67,2.75,3.2,1.25
3217,sub059,Human,Young Drivers,clarity_hum_yd_03_1,5,1.67,2.75,3.2,1.25
3334,sub059,Human,Young Drivers,clarity_hum_yd_04_1,5,1.67,2.75,3.2,1.25
3451,sub059,Human,Young Drivers,clarity_hum_yd_05_1,5,1.67,2.75,3.2,1.25
59,sub060,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.5,2.75,2.2,4.0
176,sub060,AI,Migrant Workers,clarity_ai_mw_02_1,4,3.5,2.75,2.2,4.0
293,sub060,AI,Migrant Workers,clarity_ai_mw_03_1,4,3.5,2.75,2.2,4.0
410,sub060,AI,Migrant Workers,clarity_ai_mw_04_1,4,3.5,2.75,2.2,4.0
527,sub060,AI,Migrant Workers,clarity_ai_mw_05_1,2,3.5,2.75,2.2,4.0
644,sub060,AI,Women Drivers,clarity_ai_wd_01_1,3,3.5,2.75,2.2,4.0
761,sub060,AI,Women Drivers,clarity_ai_wd_02_1,5,3.5,2.75,2.2,4.0
878,sub060,AI,Women Drivers,clarity_ai_wd_03_1,3,3.5,2.75,2.2,4.0
995,sub060,AI,Women Drivers,clarity_ai_wd_04_1,1,3.5,2.75,2.2,4.0
1112,sub060,AI,Women Drivers,clarity_ai_wd_05_1,4,3.5,2.75,2.2,4.0
1229,sub060,AI,Young Drivers,clarity_ai_yd_01_1,3,3.5,2.75,2.2,4.0
1346,sub060,AI,Young Drivers,clarity_ai_yd_02_1,5,3.5,2.75,2.2,4.0
1463,sub060,AI,Young Drivers,clarity_ai_yd_03_1,3,3.5,2.75,2.2,4.0
1580,sub060,AI,Young Drivers,clarity_ai_yd_04_1,3,3.5,2.75,2.2,4.0
1697,sub060,AI,Young Drivers,clarity_ai_yd_05_1,4,3.5,2.75,2.2,4.0
1814,sub060,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.5,2.75,2.2,4.0
1931,sub060,Human,Migrant Workers,clarity_hum_mw_02_1,4,3.5,2.75,2.2,4.0
2048,sub060,Human,Migrant Workers,clarity_hum_mw_03_1,5,3.5,2.75,2.2,4.0
2165,sub060,Human,Migrant Workers,clarity_hum_mw_04_1,4,3.5,2.75,2.2,4.0
2282,sub060,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.5,2.75,2.2,4.0
2399,sub060,Human,Women Drivers,clarity_hum_wd_01_1,3,3.5,2.75,2.2,4.0
2516,sub060,Human,Women Drivers,clarity_hum_wd_02_1,1,3.5,2.75,2.2,4.0
2633,sub060,Human,Women Drivers,clarity_hum_wd_03_1,5,3.5,2.75,2.2,4.0
2750,sub060,Human,Women Drivers,clarity_hum_wd_04_1,5,3.5,2.75,2.2,4.0
2867,sub060,Human,Women Drivers,clarity_hum_wd_05_1,4,3.5,2.75,2.2,4.0
2984,sub060,Human,Young Drivers,clarity_hum_yd_01_1,2,3.5,2.75,2.2,4.0
3101,sub060,Human,Young Drivers,clarity_hum_yd_02_1,2,3.5,2.75,2.2,4.0
3218,sub060,Human,Young Drivers,clarity_hum_yd_03_1,2,3.5,2.75,2.2,4.0
3335,sub060,Human,Young Drivers,clarity_hum_yd_04_1,3,3.5,2.75,2.2,4.0
3452,sub060,Human,Young Drivers,clarity_hum_yd_05_1,4,3.5,2.75,2.2,4.0
60,sub061,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.33,1.5,1.0,2.75
177,sub061,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.33,1.5,1.0,2.75
294,sub061,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.33,1.5,1.0,2.75
411,sub061,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.33,1.5,1.0,2.75
528,sub061,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.33,1.5,1.0,2.75
645,sub061,AI,Women Drivers,clarity_ai_wd_01_1,5,4.33,1.5,1.0,2.75
762,sub061,AI,Women Drivers,clarity_ai_wd_02_1,5,4.33,1.5,1.0,2.75
879,sub061,AI,Women Drivers,clarity_ai_wd_03_1,5,4.33,1.5,1.0,2.75
996,sub061,AI,Women Drivers,clarity_ai_wd_04_1,5,4.33,1.5,1.0,2.75
1113,sub061,AI,Women Drivers,clarity_ai_wd_05_1,5,4.33,1.5,1.0,2.75
1230,sub061,AI,Young Drivers,clarity_ai_yd_01_1,5,4.33,1.5,1.0,2.75
1347,sub061,AI,Young Drivers,clarity_ai_yd_02_1,5,4.33,1.5,1.0,2.75
1464,sub061,AI,Young Drivers,clarity_ai_yd_03_1,5,4.33,1.5,1.0,2.75
1581,sub061,AI,Young Drivers,clarity_ai_yd_04_1,5,4.33,1.5,1.0,2.75
1698,sub061,AI,Young Drivers,clarity_ai_yd_05_1,5,4.33,1.5,1.0,2.75
1815,sub061,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.33,1.5,1.0,2.75
1932,sub061,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.33,1.5,1.0,2.75
2049,sub061,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.33,1.5,1.0,2.75
2166,sub061,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.33,1.5,1.0,2.75
2283,sub061,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.33,1.5,1.0,2.75
2400,sub061,Human,Women Drivers,clarity_hum_wd_01_1,5,4.33,1.5,1.0,2.75
2517,sub061,Human,Women Drivers,clarity_hum_wd_02_1,2,4.33,1.5,1.0,2.75
2634,sub061,Human,Women Drivers,clarity_hum_wd_03_1,5,4.33,1.5,1.0,2.75
2751,sub061,Human,Women Drivers,clarity_hum_wd_04_1,5,4.33,1.5,1.0,2.75
2868,sub061,Human,Women Drivers,clarity_hum_wd_05_1,5,4.33,1.5,1.0,2.75
2985,sub061,Human,Young Drivers,clarity_hum_yd_01_1,5,4.33,1.5,1.0,2.75
3102,sub061,Human,Young Drivers,clarity_hum_yd_02_1,5,4.33,1.5,1.0,2.75
3219,sub061,Human,Young Drivers,clarity_hum_yd_03_1,5,4.33,1.5,1.0,2.75
3336,sub061,Human,Young Drivers,clarity_hum_yd_04_1,4,4.33,1.5,1.0,2.75
3453,sub061,Human,Young Drivers,clarity_hum_yd_05_1,5,4.33,1.5,1.0,2.75
61,sub062,AI,Migrant Workers,clarity_ai_mw_01_1 ,3,4.5,2.75,2.4,3.5
178,sub062,AI,Migrant Workers,clarity_ai_mw_02_1,5,4.5,2.75,2.4,3.5
295,sub062,AI,Migrant Workers,clarity_ai_mw_03_1,4,4.5,2.75,2.4,3.5
412,sub062,AI,Migrant Workers,clarity_ai_mw_04_1,3,4.5,2.75,2.4,3.5
529,sub062,AI,Migrant Workers,clarity_ai_mw_05_1,4,4.5,2.75,2.4,3.5
646,sub062,AI,Women Drivers,clarity_ai_wd_01_1,3,4.5,2.75,2.4,3.5
763,sub062,AI,Women Drivers,clarity_ai_wd_02_1,3,4.5,2.75,2.4,3.5
880,sub062,AI,Women Drivers,clarity_ai_wd_03_1,4,4.5,2.75,2.4,3.5
997,sub062,AI,Women Drivers,clarity_ai_wd_04_1,3,4.5,2.75,2.4,3.5
1114,sub062,AI,Women Drivers,clarity_ai_wd_05_1,2,4.5,2.75,2.4,3.5
1231,sub062,AI,Young Drivers,clarity_ai_yd_01_1,4,4.5,2.75,2.4,3.5
1348,sub062,AI,Young Drivers,clarity_ai_yd_02_1,4,4.5,2.75,2.4,3.5
1465,sub062,AI,Young Drivers,clarity_ai_yd_03_1,4,4.5,2.75,2.4,3.5
1582,sub062,AI,Young Drivers,clarity_ai_yd_04_1,4,4.5,2.75,2.4,3.5
1699,sub062,AI,Young Drivers,clarity_ai_yd_05_1,4,4.5,2.75,2.4,3.5
1816,sub062,Human,Migrant Workers,clarity_hum_mw_01_1,3,4.5,2.75,2.4,3.5
1933,sub062,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.5,2.75,2.4,3.5
2050,sub062,Human,Migrant Workers,clarity_hum_mw_03_1,4,4.5,2.75,2.4,3.5
2167,sub062,Human,Migrant Workers,clarity_hum_mw_04_1,4,4.5,2.75,2.4,3.5
2284,sub062,Human,Migrant Workers,clarity_hum_mw_05_1,5,4.5,2.75,2.4,3.5
2401,sub062,Human,Women Drivers,clarity_hum_wd_01_1,5,4.5,2.75,2.4,3.5
2518,sub062,Human,Women Drivers,clarity_hum_wd_02_1,4,4.5,2.75,2.4,3.5
2635,sub062,Human,Women Drivers,clarity_hum_wd_03_1,4,4.5,2.75,2.4,3.5
2752,sub062,Human,Women Drivers,clarity_hum_wd_04_1,5,4.5,2.75,2.4,3.5
2869,sub062,Human,Women Drivers,clarity_hum_wd_05_1,5,4.5,2.75,2.4,3.5
2986,sub062,Human,Young Drivers,clarity_hum_yd_01_1,3,4.5,2.75,2.4,3.5
3103,sub062,Human,Young Drivers,clarity_hum_yd_02_1,5,4.5,2.75,2.4,3.5
3220,sub062,Human,Young Drivers,clarity_hum_yd_03_1,3,4.5,2.75,2.4,3.5
3337,sub062,Human,Young Drivers,clarity_hum_yd_04_1,4,4.5,2.75,2.4,3.5
3454,sub062,Human,Young Drivers,clarity_hum_yd_05_1,4,4.5,2.75,2.4,3.5
62,sub063,AI,Migrant Workers,clarity_ai_mw_01_1 ,3,4.33,2.75,3.0,3.75
179,sub063,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.33,2.75,3.0,3.75
296,sub063,AI,Migrant Workers,clarity_ai_mw_03_1,4,4.33,2.75,3.0,3.75
413,sub063,AI,Migrant Workers,clarity_ai_mw_04_1,3,4.33,2.75,3.0,3.75
530,sub063,AI,Migrant Workers,clarity_ai_mw_05_1,3,4.33,2.75,3.0,3.75
647,sub063,AI,Women Drivers,clarity_ai_wd_01_1,3,4.33,2.75,3.0,3.75
764,sub063,AI,Women Drivers,clarity_ai_wd_02_1,4,4.33,2.75,3.0,3.75
881,sub063,AI,Women Drivers,clarity_ai_wd_03_1,3,4.33,2.75,3.0,3.75
998,sub063,AI,Women Drivers,clarity_ai_wd_04_1,4,4.33,2.75,3.0,3.75
1115,sub063,AI,Women Drivers,clarity_ai_wd_05_1,4,4.33,2.75,3.0,3.75
1232,sub063,AI,Young Drivers,clarity_ai_yd_01_1,4,4.33,2.75,3.0,3.75
1349,sub063,AI,Young Drivers,clarity_ai_yd_02_1,4,4.33,2.75,3.0,3.75
1466,sub063,AI,Young Drivers,clarity_ai_yd_03_1,3,4.33,2.75,3.0,3.75
1583,sub063,AI,Young Drivers,clarity_ai_yd_04_1,4,4.33,2.75,3.0,3.75
1700,sub063,AI,Young Drivers,clarity_ai_yd_05_1,4,4.33,2.75,3.0,3.75
1817,sub063,Human,Migrant Workers,clarity_hum_mw_01_1,3,4.33,2.75,3.0,3.75
1934,sub063,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.33,2.75,3.0,3.75
2051,sub063,Human,Migrant Workers,clarity_hum_mw_03_1,3,4.33,2.75,3.0,3.75
2168,sub063,Human,Migrant Workers,clarity_hum_mw_04_1,4,4.33,2.75,3.0,3.75
2285,sub063,Human,Migrant Workers,clarity_hum_mw_05_1,4,4.33,2.75,3.0,3.75
2402,sub063,Human,Women Drivers,clarity_hum_wd_01_1,4,4.33,2.75,3.0,3.75
2519,sub063,Human,Women Drivers,clarity_hum_wd_02_1,4,4.33,2.75,3.0,3.75
2636,sub063,Human,Women Drivers,clarity_hum_wd_03_1,4,4.33,2.75,3.0,3.75
2753,sub063,Human,Women Drivers,clarity_hum_wd_04_1,3,4.33,2.75,3.0,3.75
2870,sub063,Human,Women Drivers,clarity_hum_wd_05_1,4,4.33,2.75,3.0,3.75
2987,sub063,Human,Young Drivers,clarity_hum_yd_01_1,4,4.33,2.75,3.0,3.75
3104,sub063,Human,Young Drivers,clarity_hum_yd_02_1,4,4.33,2.75,3.0,3.75
3221,sub063,Human,Young Drivers,clarity_hum_yd_03_1,3,4.33,2.75,3.0,3.75
3338,sub063,Human,Young Drivers,clarity_hum_yd_04_1,4,4.33,2.75,3.0,3.75
3455,sub063,Human,Young Drivers,clarity_hum_yd_05_1,3,4.33,2.75,3.0,3.75
63,sub064,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
180,sub064,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
297,sub064,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
414,sub064,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
531,sub064,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
648,sub064,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
765,sub064,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
882,sub064,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
999,sub064,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1116,sub064,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1233,sub064,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1350,sub064,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1467,sub064,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
1584,sub064,AI,Young Drivers,clarity_ai_yd_04_1,5,5.0,5.0,1.0,5.0
1701,sub064,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,5.0,1.0,5.0
1818,sub064,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,5.0,1.0,5.0
1935,sub064,Human,Migrant Workers,clarity_hum_mw_02_1,5,5.0,5.0,1.0,5.0
2052,sub064,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,5.0,1.0,5.0
2169,sub064,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,5.0,1.0,5.0
2286,sub064,Human,Migrant Workers,clarity_hum_mw_05_1,5,5.0,5.0,1.0,5.0
2403,sub064,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,5.0,1.0,5.0
2520,sub064,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,5.0,1.0,5.0
2637,sub064,Human,Women Drivers,clarity_hum_wd_03_1,5,5.0,5.0,1.0,5.0
2754,sub064,Human,Women Drivers,clarity_hum_wd_04_1,5,5.0,5.0,1.0,5.0
2871,sub064,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,5.0,1.0,5.0
2988,sub064,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,5.0,1.0,5.0
3105,sub064,Human,Young Drivers,clarity_hum_yd_02_1,5,5.0,5.0,1.0,5.0
3222,sub064,Human,Young Drivers,clarity_hum_yd_03_1,5,5.0,5.0,1.0,5.0
3339,sub064,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,5.0,1.0,5.0
3456,sub064,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,5.0,1.0,5.0
64,sub065,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,4.0,2.5,2.8,3.0
181,sub065,AI,Migrant Workers,clarity_ai_mw_02_1,1,4.0,2.5,2.8,3.0
298,sub065,AI,Migrant Workers,clarity_ai_mw_03_1,2,4.0,2.5,2.8,3.0
415,sub065,AI,Migrant Workers,clarity_ai_mw_04_1,2,4.0,2.5,2.8,3.0
532,sub065,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.0,2.5,2.8,3.0
649,sub065,AI,Women Drivers,clarity_ai_wd_01_1,1,4.0,2.5,2.8,3.0
766,sub065,AI,Women Drivers,clarity_ai_wd_02_1,2,4.0,2.5,2.8,3.0
883,sub065,AI,Women Drivers,clarity_ai_wd_03_1,3,4.0,2.5,2.8,3.0
1000,sub065,AI,Women Drivers,clarity_ai_wd_04_1,1,4.0,2.5,2.8,3.0
1117,sub065,AI,Women Drivers,clarity_ai_wd_05_1,2,4.0,2.5,2.8,3.0
1234,sub065,AI,Young Drivers,clarity_ai_yd_01_1,5,4.0,2.5,2.8,3.0
1351,sub065,AI,Young Drivers,clarity_ai_yd_02_1,2,4.0,2.5,2.8,3.0
1468,sub065,AI,Young Drivers,clarity_ai_yd_03_1,4,4.0,2.5,2.8,3.0
1585,sub065,AI,Young Drivers,clarity_ai_yd_04_1,5,4.0,2.5,2.8,3.0
1702,sub065,AI,Young Drivers,clarity_ai_yd_05_1,4,4.0,2.5,2.8,3.0
1819,sub065,Human,Migrant Workers,clarity_hum_mw_01_1,1,4.0,2.5,2.8,3.0
1936,sub065,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.0,2.5,2.8,3.0
2053,sub065,Human,Migrant Workers,clarity_hum_mw_03_1,1,4.0,2.5,2.8,3.0
2170,sub065,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.0,2.5,2.8,3.0
2287,sub065,Human,Migrant Workers,clarity_hum_mw_05_1,1,4.0,2.5,2.8,3.0
2404,sub065,Human,Women Drivers,clarity_hum_wd_01_1,2,4.0,2.5,2.8,3.0
2521,sub065,Human,Women Drivers,clarity_hum_wd_02_1,2,4.0,2.5,2.8,3.0
2638,sub065,Human,Women Drivers,clarity_hum_wd_03_1,1,4.0,2.5,2.8,3.0
2755,sub065,Human,Women Drivers,clarity_hum_wd_04_1,2,4.0,2.5,2.8,3.0
2872,sub065,Human,Women Drivers,clarity_hum_wd_05_1,5,4.0,2.5,2.8,3.0
2989,sub065,Human,Young Drivers,clarity_hum_yd_01_1,1,4.0,2.5,2.8,3.0
3106,sub065,Human,Young Drivers,clarity_hum_yd_02_1,3,4.0,2.5,2.8,3.0
3223,sub065,Human,Young Drivers,clarity_hum_yd_03_1,5,4.0,2.5,2.8,3.0
3340,sub065,Human,Young Drivers,clarity_hum_yd_04_1,1,4.0,2.5,2.8,3.0
3457,sub065,Human,Young Drivers,clarity_hum_yd_05_1,5,4.0,2.5,2.8,3.0
65,sub066,AI,Migrant Workers,clarity_ai_mw_01_1 ,4,3.33,2.5,2.6,2.75
182,sub066,AI,Migrant Workers,clarity_ai_mw_02_1,5,3.33,2.5,2.6,2.75
299,sub066,AI,Migrant Workers,clarity_ai_mw_03_1,5,3.33,2.5,2.6,2.75
416,sub066,AI,Migrant Workers,clarity_ai_mw_04_1,5,3.33,2.5,2.6,2.75
533,sub066,AI,Migrant Workers,clarity_ai_mw_05_1,5,3.33,2.5,2.6,2.75
650,sub066,AI,Women Drivers,clarity_ai_wd_01_1,5,3.33,2.5,2.6,2.75
767,sub066,AI,Women Drivers,clarity_ai_wd_02_1,5,3.33,2.5,2.6,2.75
884,sub066,AI,Women Drivers,clarity_ai_wd_03_1,4,3.33,2.5,2.6,2.75
1001,sub066,AI,Women Drivers,clarity_ai_wd_04_1,5,3.33,2.5,2.6,2.75
1118,sub066,AI,Women Drivers,clarity_ai_wd_05_1,5,3.33,2.5,2.6,2.75
1235,sub066,AI,Young Drivers,clarity_ai_yd_01_1,5,3.33,2.5,2.6,2.75
1352,sub066,AI,Young Drivers,clarity_ai_yd_02_1,4,3.33,2.5,2.6,2.75
1469,sub066,AI,Young Drivers,clarity_ai_yd_03_1,5,3.33,2.5,2.6,2.75
1586,sub066,AI,Young Drivers,clarity_ai_yd_04_1,5,3.33,2.5,2.6,2.75
1703,sub066,AI,Young Drivers,clarity_ai_yd_05_1,5,3.33,2.5,2.6,2.75
1820,sub066,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.33,2.5,2.6,2.75
1937,sub066,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.33,2.5,2.6,2.75
2054,sub066,Human,Migrant Workers,clarity_hum_mw_03_1,5,3.33,2.5,2.6,2.75
2171,sub066,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.33,2.5,2.6,2.75
2288,sub066,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.33,2.5,2.6,2.75
2405,sub066,Human,Women Drivers,clarity_hum_wd_01_1,5,3.33,2.5,2.6,2.75
2522,sub066,Human,Women Drivers,clarity_hum_wd_02_1,3,3.33,2.5,2.6,2.75
2639,sub066,Human,Women Drivers,clarity_hum_wd_03_1,4,3.33,2.5,2.6,2.75
2756,sub066,Human,Women Drivers,clarity_hum_wd_04_1,5,3.33,2.5,2.6,2.75
2873,sub066,Human,Women Drivers,clarity_hum_wd_05_1,5,3.33,2.5,2.6,2.75
2990,sub066,Human,Young Drivers,clarity_hum_yd_01_1,5,3.33,2.5,2.6,2.75
3107,sub066,Human,Young Drivers,clarity_hum_yd_02_1,4,3.33,2.5,2.6,2.75
3224,sub066,Human,Young Drivers,clarity_hum_yd_03_1,4,3.33,2.5,2.6,2.75
3341,sub066,Human,Young Drivers,clarity_hum_yd_04_1,4,3.33,2.5,2.6,2.75
3458,sub066,Human,Young Drivers,clarity_hum_yd_05_1,5,3.33,2.5,2.6,2.75
66,sub067,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,5.0,1.0,5.0
183,sub067,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,5.0,1.0,5.0
300,sub067,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,5.0,1.0,5.0
417,sub067,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,5.0,1.0,5.0
534,sub067,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,5.0,1.0,5.0
651,sub067,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,5.0,1.0,5.0
768,sub067,AI,Women Drivers,clarity_ai_wd_02_1,5,5.0,5.0,1.0,5.0
885,sub067,AI,Women Drivers,clarity_ai_wd_03_1,5,5.0,5.0,1.0,5.0
1002,sub067,AI,Women Drivers,clarity_ai_wd_04_1,5,5.0,5.0,1.0,5.0
1119,sub067,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,5.0,1.0,5.0
1236,sub067,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,5.0,1.0,5.0
1353,sub067,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,5.0,1.0,5.0
1470,sub067,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,5.0,1.0,5.0
