index,sub_index,source,theme,all_messages,message_evaluation
2170,sub103,AI,Young Drivers,quality_ai_yd_02_1,5.0
2358,sub103,AI,Young Drivers,quality_ai_yd_03_1,4.0
2546,sub103,AI,Young Drivers,quality_ai_yd_04_1,4.0
2734,sub103,AI,Young Drivers,quality_ai_yd_05_1,4.0
2922,sub103,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3110,sub103,Human,Migrant Workers,quality_hum_mw_02_1,
3298,sub103,Human,Migrant Workers,quality_hum_mw_03_1,5.0
3486,sub103,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3674,sub103,Human,Migrant Workers,quality_hum_mw_05_1,4.0
3862,sub103,Human,Women Drivers,quality_hum_wd_01_1,5.0
4050,sub103,Human,Women Drivers,quality_hum_wd_02_1,5.0
4238,sub103,Human,Women Drivers,quality_hum_wd_03_1,5.0
4426,sub103,Human,Women Drivers,quality_hum_wd_04_1,5.0
4614,sub103,Human,Women Drivers,quality_hum_wd_05_1,5.0
4802,sub103,Human,Young Drivers,quality_hum_yd_01_1,4.0
4990,sub103,Human,Young Drivers,quality_hum_yd_02_1,4.0
5178,sub103,Human,Young Drivers,quality_hum_yd_03_1,4.0
5366,sub103,Human,Young Drivers,quality_hum_yd_04_1,4.0
5554,sub103,Human,Young Drivers,quality_hum_yd_05_1,5.0
103,sub104,AI,Migrant Workers,quality_ai_mw_01_1,5.0
291,sub104,AI,Migrant Workers,quality_ai_mw_02_1,5.0
479,sub104,AI,Migrant Workers,quality_ai_mw_03_1,5.0
667,sub104,AI,Migrant Workers,quality_ai_mw_04_1,5.0
855,sub104,AI,Migrant Workers,quality_ai_mw_05_1,5.0
1043,sub104,AI,Women Drivers,quality_ai_wd_01_1,5.0
1231,sub104,AI,Women Drivers,quality_ai_wd_02_1,5.0
1419,sub104,AI,Women Drivers,quality_ai_wd_03_1,5.0
1607,sub104,AI,Women Drivers,quality_ai_wd_04_1,5.0
1795,sub104,AI,Women Drivers,quality_ai_wd_05_1,5.0
1983,sub104,AI,Young Drivers,quality_ai_yd_01_1,5.0
2171,sub104,AI,Young Drivers,quality_ai_yd_02_1,5.0
2359,sub104,AI,Young Drivers,quality_ai_yd_03_1,5.0
2547,sub104,AI,Young Drivers,quality_ai_yd_04_1,5.0
2735,sub104,AI,Young Drivers,quality_ai_yd_05_1,5.0
2923,sub104,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3111,sub104,Human,Migrant Workers,quality_hum_mw_02_1,
3299,sub104,Human,Migrant Workers,quality_hum_mw_03_1,5.0
3487,sub104,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3675,sub104,Human,Migrant Workers,quality_hum_mw_05_1,5.0
3863,sub104,Human,Women Drivers,quality_hum_wd_01_1,5.0
4051,sub104,Human,Women Drivers,quality_hum_wd_02_1,5.0
4239,sub104,Human,Women Drivers,quality_hum_wd_03_1,5.0
4427,sub104,Human,Women Drivers,quality_hum_wd_04_1,5.0
4615,sub104,Human,Women Drivers,quality_hum_wd_05_1,5.0
4803,sub104,Human,Young Drivers,quality_hum_yd_01_1,5.0
4991,sub104,Human,Young Drivers,quality_hum_yd_02_1,5.0
5179,sub104,Human,Young Drivers,quality_hum_yd_03_1,5.0
5367,sub104,Human,Young Drivers,quality_hum_yd_04_1,5.0
5555,sub104,Human,Young Drivers,quality_hum_yd_05_1,5.0
104,sub105,AI,Migrant Workers,quality_ai_mw_01_1,5.0
292,sub105,AI,Migrant Workers,quality_ai_mw_02_1,5.0
480,sub105,AI,Migrant Workers,quality_ai_mw_03_1,5.0
668,sub105,AI,Migrant Workers,quality_ai_mw_04_1,5.0
856,sub105,AI,Migrant Workers,quality_ai_mw_05_1,4.0
1044,sub105,AI,Women Drivers,quality_ai_wd_01_1,5.0
1232,sub105,AI,Women Drivers,quality_ai_wd_02_1,5.0
1420,sub105,AI,Women Drivers,quality_ai_wd_03_1,5.0
1608,sub105,AI,Women Drivers,quality_ai_wd_04_1,4.0
1796,sub105,AI,Women Drivers,quality_ai_wd_05_1,5.0
1984,sub105,AI,Young Drivers,quality_ai_yd_01_1,5.0
2172,sub105,AI,Young Drivers,quality_ai_yd_02_1,5.0
2360,sub105,AI,Young Drivers,quality_ai_yd_03_1,5.0
2548,sub105,AI,Young Drivers,quality_ai_yd_04_1,5.0
2736,sub105,AI,Young Drivers,quality_ai_yd_05_1,4.0
2924,sub105,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3112,sub105,Human,Migrant Workers,quality_hum_mw_02_1,
3300,sub105,Human,Migrant Workers,quality_hum_mw_03_1,4.0
3488,sub105,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3676,sub105,Human,Migrant Workers,quality_hum_mw_05_1,5.0
3864,sub105,Human,Women Drivers,quality_hum_wd_01_1,4.0
4052,sub105,Human,Women Drivers,quality_hum_wd_02_1,5.0
4240,sub105,Human,Women Drivers,quality_hum_wd_03_1,5.0
4428,sub105,Human,Women Drivers,quality_hum_wd_04_1,5.0
4616,sub105,Human,Women Drivers,quality_hum_wd_05_1,5.0
4804,sub105,Human,Young Drivers,quality_hum_yd_01_1,5.0
4992,sub105,Human,Young Drivers,quality_hum_yd_02_1,5.0
5180,sub105,Human,Young Drivers,quality_hum_yd_03_1,4.0
5368,sub105,Human,Young Drivers,quality_hum_yd_04_1,5.0
5556,sub105,Human,Young Drivers,quality_hum_yd_05_1,5.0
105,sub106,AI,Migrant Workers,quality_ai_mw_01_1,4.0
293,sub106,AI,Migrant Workers,quality_ai_mw_02_1,5.0
481,sub106,AI,Migrant Workers,quality_ai_mw_03_1,5.0
669,sub106,AI,Migrant Workers,quality_ai_mw_04_1,5.0
857,sub106,AI,Migrant Workers,quality_ai_mw_05_1,5.0
1045,sub106,AI,Women Drivers,quality_ai_wd_01_1,5.0
1233,sub106,AI,Women Drivers,quality_ai_wd_02_1,5.0
1421,sub106,AI,Women Drivers,quality_ai_wd_03_1,5.0
1609,sub106,AI,Women Drivers,quality_ai_wd_04_1,5.0
1797,sub106,AI,Women Drivers,quality_ai_wd_05_1,5.0
1985,sub106,AI,Young Drivers,quality_ai_yd_01_1,5.0
2173,sub106,AI,Young Drivers,quality_ai_yd_02_1,5.0
2361,sub106,AI,Young Drivers,quality_ai_yd_03_1,5.0
2549,sub106,AI,Young Drivers,quality_ai_yd_04_1,5.0
2737,sub106,AI,Young Drivers,quality_ai_yd_05_1,5.0
2925,sub106,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3113,sub106,Human,Migrant Workers,quality_hum_mw_02_1,
3301,sub106,Human,Migrant Workers,quality_hum_mw_03_1,4.0
3489,sub106,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3677,sub106,Human,Migrant Workers,quality_hum_mw_05_1,5.0
3865,sub106,Human,Women Drivers,quality_hum_wd_01_1,5.0
4053,sub106,Human,Women Drivers,quality_hum_wd_02_1,5.0
4241,sub106,Human,Women Drivers,quality_hum_wd_03_1,5.0
4429,sub106,Human,Women Drivers,quality_hum_wd_04_1,5.0
4617,sub106,Human,Women Drivers,quality_hum_wd_05_1,4.0
4805,sub106,Human,Young Drivers,quality_hum_yd_01_1,5.0
4993,sub106,Human,Young Drivers,quality_hum_yd_02_1,5.0
5181,sub106,Human,Young Drivers,quality_hum_yd_03_1,5.0
5369,sub106,Human,Young Drivers,quality_hum_yd_04_1,5.0
5557,sub106,Human,Young Drivers,quality_hum_yd_05_1,4.0
106,sub107,AI,Migrant Workers,quality_ai_mw_01_1,1.0
294,sub107,AI,Migrant Workers,quality_ai_mw_02_1,5.0
482,sub107,AI,Migrant Workers,quality_ai_mw_03_1,5.0
670,sub107,AI,Migrant Workers,quality_ai_mw_04_1,4.0
858,sub107,AI,Migrant Workers,quality_ai_mw_05_1,4.0
1046,sub107,AI,Women Drivers,quality_ai_wd_01_1,4.0
1234,sub107,AI,Women Drivers,quality_ai_wd_02_1,4.0
1422,sub107,AI,Women Drivers,quality_ai_wd_03_1,4.0
1610,sub107,AI,Women Drivers,quality_ai_wd_04_1,5.0
1798,sub107,AI,Women Drivers,quality_ai_wd_05_1,3.0
1986,sub107,AI,Young Drivers,quality_ai_yd_01_1,5.0
2174,sub107,AI,Young Drivers,quality_ai_yd_02_1,5.0
2362,sub107,AI,Young Drivers,quality_ai_yd_03_1,4.0
2550,sub107,AI,Young Drivers,quality_ai_yd_04_1,5.0
2738,sub107,AI,Young Drivers,quality_ai_yd_05_1,5.0
2926,sub107,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3114,sub107,Human,Migrant Workers,quality_hum_mw_02_1,
3302,sub107,Human,Migrant Workers,quality_hum_mw_03_1,5.0
3490,sub107,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3678,sub107,Human,Migrant Workers,quality_hum_mw_05_1,4.0
3866,sub107,Human,Women Drivers,quality_hum_wd_01_1,4.0
4054,sub107,Human,Women Drivers,quality_hum_wd_02_1,3.0
4242,sub107,Human,Women Drivers,quality_hum_wd_03_1,2.0
4430,sub107,Human,Women Drivers,quality_hum_wd_04_1,4.0
4618,sub107,Human,Women Drivers,quality_hum_wd_05_1,4.0
4806,sub107,Human,Young Drivers,quality_hum_yd_01_1,5.0
4994,sub107,Human,Young Drivers,quality_hum_yd_02_1,4.0
5182,sub107,Human,Young Drivers,quality_hum_yd_03_1,4.0
5370,sub107,Human,Young Drivers,quality_hum_yd_04_1,4.0
5558,sub107,Human,Young Drivers,quality_hum_yd_05_1,4.0
107,sub108,AI,Migrant Workers,quality_ai_mw_01_1,4.0
295,sub108,AI,Migrant Workers,quality_ai_mw_02_1,2.0
483,sub108,AI,Migrant Workers,quality_ai_mw_03_1,4.0
671,sub108,AI,Migrant Workers,quality_ai_mw_04_1,2.0
859,sub108,AI,Migrant Workers,quality_ai_mw_05_1,4.0
1047,sub108,AI,Women Drivers,quality_ai_wd_01_1,4.0
1235,sub108,AI,Women Drivers,quality_ai_wd_02_1,2.0
1423,sub108,AI,Women Drivers,quality_ai_wd_03_1,2.0
1611,sub108,AI,Women Drivers,quality_ai_wd_04_1,4.0
1799,sub108,AI,Women Drivers,quality_ai_wd_05_1,2.0
1987,sub108,AI,Young Drivers,quality_ai_yd_01_1,2.0
2175,sub108,AI,Young Drivers,quality_ai_yd_02_1,2.0
2363,sub108,AI,Young Drivers,quality_ai_yd_03_1,1.0
2551,sub108,AI,Young Drivers,quality_ai_yd_04_1,3.0
2739,sub108,AI,Young Drivers,quality_ai_yd_05_1,2.0
2927,sub108,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3115,sub108,Human,Migrant Workers,quality_hum_mw_02_1,
3303,sub108,Human,Migrant Workers,quality_hum_mw_03_1,4.0
3491,sub108,Human,Migrant Workers,quality_hum_mw_04_1,4.0
3679,sub108,Human,Migrant Workers,quality_hum_mw_05_1,3.0
3867,sub108,Human,Women Drivers,quality_hum_wd_01_1,3.0
4055,sub108,Human,Women Drivers,quality_hum_wd_02_1,3.0
4243,sub108,Human,Women Drivers,quality_hum_wd_03_1,2.0
4431,sub108,Human,Women Drivers,quality_hum_wd_04_1,4.0
4619,sub108,Human,Women Drivers,quality_hum_wd_05_1,4.0
4807,sub108,Human,Young Drivers,quality_hum_yd_01_1,4.0
4995,sub108,Human,Young Drivers,quality_hum_yd_02_1,3.0
5183,sub108,Human,Young Drivers,quality_hum_yd_03_1,4.0
5371,sub108,Human,Young Drivers,quality_hum_yd_04_1,3.0
5559,sub108,Human,Young Drivers,quality_hum_yd_05_1,5.0
108,sub109,AI,Migrant Workers,quality_ai_mw_01_1,3.0
296,sub109,AI,Migrant Workers,quality_ai_mw_02_1,3.0
484,sub109,AI,Migrant Workers,quality_ai_mw_03_1,4.0
672,sub109,AI,Migrant Workers,quality_ai_mw_04_1,1.0
860,sub109,AI,Migrant Workers,quality_ai_mw_05_1,2.0
1048,sub109,AI,Women Drivers,quality_ai_wd_01_1,4.0
1236,sub109,AI,Women Drivers,quality_ai_wd_02_1,3.0
1424,sub109,AI,Women Drivers,quality_ai_wd_03_1,2.0
1612,sub109,AI,Women Drivers,quality_ai_wd_04_1,4.0
1800,sub109,AI,Women Drivers,quality_ai_wd_05_1,2.0
1988,sub109,AI,Young Drivers,quality_ai_yd_01_1,1.0
2176,sub109,AI,Young Drivers,quality_ai_yd_02_1,3.0
2364,sub109,AI,Young Drivers,quality_ai_yd_03_1,1.0
2552,sub109,AI,Young Drivers,quality_ai_yd_04_1,5.0
2740,sub109,AI,Young Drivers,quality_ai_yd_05_1,3.0
2928,sub109,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3116,sub109,Human,Migrant Workers,quality_hum_mw_02_1,
3304,sub109,Human,Migrant Workers,quality_hum_mw_03_1,4.0
3492,sub109,Human,Migrant Workers,quality_hum_mw_04_1,3.0
3680,sub109,Human,Migrant Workers,quality_hum_mw_05_1,5.0
3868,sub109,Human,Women Drivers,quality_hum_wd_01_1,5.0
4056,sub109,Human,Women Drivers,quality_hum_wd_02_1,3.0
4244,sub109,Human,Women Drivers,quality_hum_wd_03_1,4.0
4432,sub109,Human,Women Drivers,quality_hum_wd_04_1,4.0
4620,sub109,Human,Women Drivers,quality_hum_wd_05_1,5.0
4808,sub109,Human,Young Drivers,quality_hum_yd_01_1,5.0
4996,sub109,Human,Young Drivers,quality_hum_yd_02_1,1.0
5184,sub109,Human,Young Drivers,quality_hum_yd_03_1,3.0
5372,sub109,Human,Young Drivers,quality_hum_yd_04_1,2.0
5560,sub109,Human,Young Drivers,quality_hum_yd_05_1,4.0
109,sub110,AI,Migrant Workers,quality_ai_mw_01_1,5.0
297,sub110,AI,Migrant Workers,quality_ai_mw_02_1,4.0
485,sub110,AI,Migrant Workers,quality_ai_mw_03_1,4.0
673,sub110,AI,Migrant Workers,quality_ai_mw_04_1,4.0
861,sub110,AI,Migrant Workers,quality_ai_mw_05_1,5.0
1049,sub110,AI,Women Drivers,quality_ai_wd_01_1,4.0
1237,sub110,AI,Women Drivers,quality_ai_wd_02_1,5.0
1425,sub110,AI,Women Drivers,quality_ai_wd_03_1,4.0
1613,sub110,AI,Women Drivers,quality_ai_wd_04_1,5.0
1801,sub110,AI,Women Drivers,quality_ai_wd_05_1,5.0
1989,sub110,AI,Young Drivers,quality_ai_yd_01_1,5.0
2177,sub110,AI,Young Drivers,quality_ai_yd_02_1,4.0
2365,sub110,AI,Young Drivers,quality_ai_yd_03_1,5.0
2553,sub110,AI,Young Drivers,quality_ai_yd_04_1,5.0
2741,sub110,AI,Young Drivers,quality_ai_yd_05_1,5.0
2929,sub110,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3117,sub110,Human,Migrant Workers,quality_hum_mw_02_1,
3305,sub110,Human,Migrant Workers,quality_hum_mw_03_1,4.0
3493,sub110,Human,Migrant Workers,quality_hum_mw_04_1,4.0
3681,sub110,Human,Migrant Workers,quality_hum_mw_05_1,4.0
3869,sub110,Human,Women Drivers,quality_hum_wd_01_1,4.0
4057,sub110,Human,Women Drivers,quality_hum_wd_02_1,4.0
4245,sub110,Human,Women Drivers,quality_hum_wd_03_1,4.0
4433,sub110,Human,Women Drivers,quality_hum_wd_04_1,4.0
4621,sub110,Human,Women Drivers,quality_hum_wd_05_1,4.0
4809,sub110,Human,Young Drivers,quality_hum_yd_01_1,4.0
4997,sub110,Human,Young Drivers,quality_hum_yd_02_1,4.0
5185,sub110,Human,Young Drivers,quality_hum_yd_03_1,4.0
5373,sub110,Human,Young Drivers,quality_hum_yd_04_1,4.0
5561,sub110,Human,Young Drivers,quality_hum_yd_05_1,4.0
110,sub111,AI,Migrant Workers,quality_ai_mw_01_1,4.0
298,sub111,AI,Migrant Workers,quality_ai_mw_02_1,4.0
486,sub111,AI,Migrant Workers,quality_ai_mw_03_1,3.0
674,sub111,AI,Migrant Workers,quality_ai_mw_04_1,2.0
862,sub111,AI,Migrant Workers,quality_ai_mw_05_1,4.0
1050,sub111,AI,Women Drivers,quality_ai_wd_01_1,5.0
1238,sub111,AI,Women Drivers,quality_ai_wd_02_1,3.0
1426,sub111,AI,Women Drivers,quality_ai_wd_03_1,3.0
1614,sub111,AI,Women Drivers,quality_ai_wd_04_1,5.0
1802,sub111,AI,Women Drivers,quality_ai_wd_05_1,4.0
1990,sub111,AI,Young Drivers,quality_ai_yd_01_1,1.0
2178,sub111,AI,Young Drivers,quality_ai_yd_02_1,2.0
2366,sub111,AI,Young Drivers,quality_ai_yd_03_1,5.0
2554,sub111,AI,Young Drivers,quality_ai_yd_04_1,3.0
2742,sub111,AI,Young Drivers,quality_ai_yd_05_1,4.0
2930,sub111,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3118,sub111,Human,Migrant Workers,quality_hum_mw_02_1,
3306,sub111,Human,Migrant Workers,quality_hum_mw_03_1,3.0
3494,sub111,Human,Migrant Workers,quality_hum_mw_04_1,2.0
3682,sub111,Human,Migrant Workers,quality_hum_mw_05_1,4.0
3870,sub111,Human,Women Drivers,quality_hum_wd_01_1,3.0
4058,sub111,Human,Women Drivers,quality_hum_wd_02_1,4.0
4246,sub111,Human,Women Drivers,quality_hum_wd_03_1,2.0
4434,sub111,Human,Women Drivers,quality_hum_wd_04_1,2.0
4622,sub111,Human,Women Drivers,quality_hum_wd_05_1,4.0
4810,sub111,Human,Young Drivers,quality_hum_yd_01_1,3.0
4998,sub111,Human,Young Drivers,quality_hum_yd_02_1,5.0
5186,sub111,Human,Young Drivers,quality_hum_yd_03_1,1.0
5374,sub111,Human,Young Drivers,quality_hum_yd_04_1,3.0
5562,sub111,Human,Young Drivers,quality_hum_yd_05_1,3.0
111,sub112,AI,Migrant Workers,quality_ai_mw_01_1,2.0
299,sub112,AI,Migrant Workers,quality_ai_mw_02_1,3.0
487,sub112,AI,Migrant Workers,quality_ai_mw_03_1,2.0
675,sub112,AI,Migrant Workers,quality_ai_mw_04_1,1.0
863,sub112,AI,Migrant Workers,quality_ai_mw_05_1,3.0
1051,sub112,AI,Women Drivers,quality_ai_wd_01_1,3.0
1239,sub112,AI,Women Drivers,quality_ai_wd_02_1,1.0
1427,sub112,AI,Women Drivers,quality_ai_wd_03_1,3.0
1615,sub112,AI,Women Drivers,quality_ai_wd_04_1,1.0
1803,sub112,AI,Women Drivers,quality_ai_wd_05_1,2.0
1991,sub112,AI,Young Drivers,quality_ai_yd_01_1,2.0
2179,sub112,AI,Young Drivers,quality_ai_yd_02_1,4.0
2367,sub112,AI,Young Drivers,quality_ai_yd_03_1,1.0
2555,sub112,AI,Young Drivers,quality_ai_yd_04_1,3.0
2743,sub112,AI,Young Drivers,quality_ai_yd_05_1,3.0
2931,sub112,Human,Migrant Workers,quality_hum_mw_01_1,2.0
3119,sub112,Human,Migrant Workers,quality_hum_mw_02_1,
3307,sub112,Human,Migrant Workers,quality_hum_mw_03_1,5.0
3495,sub112,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3683,sub112,Human,Migrant Workers,quality_hum_mw_05_1,5.0
3871,sub112,Human,Women Drivers,quality_hum_wd_01_1,4.0
4059,sub112,Human,Women Drivers,quality_hum_wd_02_1,4.0
4247,sub112,Human,Women Drivers,quality_hum_wd_03_1,5.0
4435,sub112,Human,Women Drivers,quality_hum_wd_04_1,4.0
4623,sub112,Human,Women Drivers,quality_hum_wd_05_1,5.0
4811,sub112,Human,Young Drivers,quality_hum_yd_01_1,4.0
4999,sub112,Human,Young Drivers,quality_hum_yd_02_1,1.0
5187,sub112,Human,Young Drivers,quality_hum_yd_03_1,3.0
5375,sub112,Human,Young Drivers,quality_hum_yd_04_1,3.0
5563,sub112,Human,Young Drivers,quality_hum_yd_05_1,3.0
112,sub113,AI,Migrant Workers,quality_ai_mw_01_1,4.0
300,sub113,AI,Migrant Workers,quality_ai_mw_02_1,2.0
488,sub113,AI,Migrant Workers,quality_ai_mw_03_1,3.0
676,sub113,AI,Migrant Workers,quality_ai_mw_04_1,4.0
864,sub113,AI,Migrant Workers,quality_ai_mw_05_1,4.0
1052,sub113,AI,Women Drivers,quality_ai_wd_01_1,3.0
1240,sub113,AI,Women Drivers,quality_ai_wd_02_1,3.0
1428,sub113,AI,Women Drivers,quality_ai_wd_03_1,2.0
1616,sub113,AI,Women Drivers,quality_ai_wd_04_1,3.0
1804,sub113,AI,Women Drivers,quality_ai_wd_05_1,3.0
1992,sub113,AI,Young Drivers,quality_ai_yd_01_1,3.0
2180,sub113,AI,Young Drivers,quality_ai_yd_02_1,2.0
2368,sub113,AI,Young Drivers,quality_ai_yd_03_1,2.0
2556,sub113,AI,Young Drivers,quality_ai_yd_04_1,3.0
2744,sub113,AI,Young Drivers,quality_ai_yd_05_1,3.0
2932,sub113,Human,Migrant Workers,quality_hum_mw_01_1,4.0
3120,sub113,Human,Migrant Workers,quality_hum_mw_02_1,
3308,sub113,Human,Migrant Workers,quality_hum_mw_03_1,3.0
3496,sub113,Human,Migrant Workers,quality_hum_mw_04_1,4.0
3684,sub113,Human,Migrant Workers,quality_hum_mw_05_1,3.0
3872,sub113,Human,Women Drivers,quality_hum_wd_01_1,4.0
4060,sub113,Human,Women Drivers,quality_hum_wd_02_1,3.0
4248,sub113,Human,Women Drivers,quality_hum_wd_03_1,2.0
4436,sub113,Human,Women Drivers,quality_hum_wd_04_1,4.0
4624,sub113,Human,Women Drivers,quality_hum_wd_05_1,2.0
4812,sub113,Human,Young Drivers,quality_hum_yd_01_1,4.0
5000,sub113,Human,Young Drivers,quality_hum_yd_02_1,4.0
5188,sub113,Human,Young Drivers,quality_hum_yd_03_1,3.0
5376,sub113,Human,Young Drivers,quality_hum_yd_04_1,2.0
5564,sub113,Human,Young Drivers,quality_hum_yd_05_1,4.0
113,sub114,AI,Migrant Workers,quality_ai_mw_01_1,5.0
301,sub114,AI,Migrant Workers,quality_ai_mw_02_1,5.0
489,sub114,AI,Migrant Workers,quality_ai_mw_03_1,5.0
677,sub114,AI,Migrant Workers,quality_ai_mw_04_1,5.0
865,sub114,AI,Migrant Workers,quality_ai_mw_05_1,5.0
1053,sub114,AI,Women Drivers,quality_ai_wd_01_1,5.0
1241,sub114,AI,Women Drivers,quality_ai_wd_02_1,5.0
1429,sub114,AI,Women Drivers,quality_ai_wd_03_1,5.0
1617,sub114,AI,Women Drivers,quality_ai_wd_04_1,5.0
1805,sub114,AI,Women Drivers,quality_ai_wd_05_1,5.0
1993,sub114,AI,Young Drivers,quality_ai_yd_01_1,5.0
2181,sub114,AI,Young Drivers,quality_ai_yd_02_1,5.0
2369,sub114,AI,Young Drivers,quality_ai_yd_03_1,5.0
2557,sub114,AI,Young Drivers,quality_ai_yd_04_1,5.0
2745,sub114,AI,Young Drivers,quality_ai_yd_05_1,5.0
2933,sub114,Human,Migrant Workers,quality_hum_mw_01_1,5.0
3121,sub114,Human,Migrant Workers,quality_hum_mw_02_1,
3309,sub114,Human,Migrant Workers,quality_hum_mw_03_1,5.0
3497,sub114,Human,Migrant Workers,quality_hum_mw_04_1,5.0
3685,sub114,Human,Migrant Workers,quality_hum_mw_05_1,5.0
3873,sub114,Human,Women Drivers,quality_hum_wd_01_1,5.0
4061,sub114,Human,Women Drivers,quality_hum_wd_02_1,5.0
4249,sub114,Human,Women Drivers,quality_hum_wd_03_1,5.0
4437,sub114,Human,Women Drivers,quality_hum_wd_04_1,5.0
4625,sub114,Human,Women Drivers,quality_hum_wd_05_1,5.0
4813,sub114,Human,Young Drivers,quality_hum_yd_01_1,5.0
5001,sub114,Human,Young Drivers,quality_hum_yd_02_1,5.0
5189,sub114,Human,Young Drivers,quality_hum_yd_03_1,5.0
5377,sub114,Human,Young Drivers,quality_hum_yd_04_1,5.0
5565,sub114,Human,Young Drivers,quality_hum_yd_05_1,5.0
114,sub115,AI,Migrant Workers,quality_ai_mw_01_1,2.0
302,sub115,AI,Migrant Workers,quality_ai_mw_02_1,2.0
490,sub115,AI,Migrant Workers,quality_ai_mw_03_1,2.0
678,sub115,AI,Migrant Workers,quality_ai_mw_04_1,4.0
866,sub115,AI,Migrant Workers,quality_ai_mw_05_1,2.0
1054,sub115,AI,Women Drivers,quality_ai_wd_01_1,4.0
1242,sub115,AI,Women Drivers,quality_ai_wd_02_1,2.0
1430,sub115,AI,Women Drivers,quality_ai_wd_03_1,2.0
1618,sub115,AI,Women Drivers,quality_ai_wd_04_1,2.0
1806,sub115,AI,Women Drivers,quality_ai_wd_05_1,2.0
1994,sub115,AI,Young Drivers,quality_ai_yd_01_1,3.0
2182,sub115,AI,Young Drivers,quality_ai_yd_02_1,2.0
2370,sub115,AI,Young Drivers,quality_ai_yd_03_1,2.0
2558,sub115,AI,Young Drivers,quality_ai_yd_04_1,2.0
2746,sub115,AI,Young Drivers,quality_ai_yd_05_1,2.0
2934,sub115,Human,Migrant Workers,quality_hum_mw_01_1,4.0
3122,sub115,Human,Migrant Workers,quality_hum_mw_02_1,
3310,sub115,Human,Migrant Workers,quality_hum_mw_03_1,2.0
3498,sub115,Human,Migrant Workers,quality_hum_mw_04_1,2.0
3686,sub115,Human,Migrant Workers,quality_hum_mw_05_1,4.0
3874,sub115,Human,Women Drivers,quality_hum_wd_01_1,4.0
4062,sub115,Human,Women Drivers,quality_hum_wd_02_1,2.0
4250,sub115,Human,Women Drivers,quality_hum_wd_03_1,2.0
4438,sub115,Human,Women Drivers,quality_hum_wd_04_1,2.0
4626,sub115,Human,Women Drivers,quality_hum_wd_05_1,3.0
4814,sub115,Human,Young Drivers,quality_hum_yd_01_1,4.0
5002,sub115,Human,Young Drivers,quality_hum_yd_02_1,3.0
5190,sub115,Human,Young Drivers,quality_hum_yd_03_1,2.0
5378,sub115,Human,Young Drivers,quality_hum_yd_04_1,3.0
5566,sub115,Human,Young Drivers,quality_hum_yd_05_1,5.0
115,sub116,AI,Migrant Workers,quality_ai_mw_01_1,4.0
303,sub116,AI,Migrant Workers,quality_ai_mw_02_1,3.0
491,sub116,AI,Migrant Workers,quality_ai_mw_03_1,4.0
679,sub116,AI,Migrant Workers,quality_ai_mw_04_1,4.0
867,sub116,AI,Migrant Workers,quality_ai_mw_05_1,4.0
1055,sub116,AI,Women Drivers,quality_ai_wd_01_1,3.0
1243,sub116,AI,Women Drivers,quality_ai_wd_02_1,2.0
1431,sub116,AI,Women Drivers,quality_ai_wd_03_1,3.0
1619,sub116,AI,Women Drivers,quality_ai_wd_04_1,2.0
1807,sub116,AI,Women Drivers,quality_ai_wd_05_1,2.0
1995,sub116,AI,Young Drivers,quality_ai_yd_01_1,2.0
2183,sub116,AI,Young Drivers,quality_ai_yd_02_1,3.0
2371,sub116,AI,Young Drivers,quality_ai_yd_03_1,2.0
2559,sub116,AI,Young Drivers,quality_ai_yd_04_1,4.0
2747,sub116,AI,Young Drivers,quality_ai_yd_05_1,4.0
2935,sub116,Human,Migrant Workers,quality_hum_mw_01_1,4.0
3123,sub116,Human,Migrant Workers,quality_hum_mw_02_1,
3311,sub116,Human,Migrant Workers,quality_hum_mw_03_1,4.0
3499,sub116,Human,Migrant Workers,quality_hum_mw_04_1,4.0
3687,sub116,Human,Migrant Workers,quality_hum_mw_05_1,4.0
3875,sub116,Human,Women Drivers,quality_hum_wd_01_1,4.0
4063,sub116,Human,Women Drivers,quality_hum_wd_02_1,2.0
4251,sub116,Human,Women Drivers,quality_hum_wd_03_1,4.0
4439,sub116,Human,Women Drivers,quality_hum_wd_04_1,2.0
4627,sub116,Human,Women Drivers,quality_hum_wd_05_1,4.0
4815,sub116,Human,Young Drivers,quality_hum_yd_01_1,4.0
5003,sub116,Human,Young Drivers,quality_hum_yd_02_1,2.0
5191,sub116,Human,Young Drivers,quality_hum_yd_03_1,2.0
5379,sub116,Human,Young Drivers,quality_hum_yd_04_1,2.0
5567,sub116,Human,Young Drivers,quality_hum_yd_05_1,4.0
116,sub117,AI,Migrant Workers,quality_ai_mw_01_1,5.0
